Variable,Value
makam,segah
form,sarki
usul,senginsemai
title,ol_gozleri
composer,ekrem_guyer
filename,segah--sarki--senginsemai--ol_gozleri--ekrem_guyer.txt
note_count,186
unique_note_count,13
minimum_koma53,0
maximum_koma53,366
mean_koma53,327.741935483871
median_koma53,327.0
std_koma53,28.394861821380196
koma53_range,366
total_unit_duration,47.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.2540322580645161
median_unit_duration,0.25
std_unit_duration,0.13764011645045643
most_common_note,B4b1
most_common_note_count,39
