Variable,Value
makam,segah
form,turku
usul,nimsofyan
title,zeytinyagli_yiyemem
composer,
filename,segah--turku--nimsofyan--zeytinyagli_yiyemem--.txt
note_count,423
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,326.63829787234044
median_koma53,335.0
std_koma53,44.26781001733615
koma53_range,359
total_unit_duration,28.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.06678486997635934
median_unit_duration,0.0625
std_unit_duration,0.03469087158731809
most_common_note,D5
most_common_note_count,90
