Variable,Value
makam,karcigar
form,aranagme
usul,agiraksak
title,1
composer,
filename,karcigar--aranagme--agiraksak--1--.txt
note_count,97
unique_note_count,11
minimum_koma53,-1
maximum_koma53,371
mean_koma53,331.4742268041237
median_koma53,343.0
std_koma53,51.854582886404785
koma53_range,372
total_unit_duration,9.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.09536082474226804
median_unit_duration,0.0625
std_unit_duration,0.06816320573432108
most_common_note,A5
most_common_note_count,13
