Variable,Value
makam,nihavent
form,sarki
usul,curcuna
title,goze_mi
composer,osman_nihat_akin
filename,nihavent--sarki--curcuna--goze_mi--osman_nihat_akin.txt
note_count,250
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,298.572
median_koma53,327.0
std_koma53,90.02942856661998
koma53_range,372
total_unit_duration,50.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.2005
median_unit_duration,0.125
std_unit_duration,0.20623379819533047
most_common_note,D5
most_common_note_count,53
