Variable,Value
makam,asiranmaye
form,kupe
usul,aksaksemai
title,bir
composer,ahmet_avni_konuk
filename,asiranmaye--kupe--aksaksemai--bir--ahmet_avni_konuk.txt
note_count,91
unique_note_count,11
minimum_koma53,-1
maximum_koma53,340
mean_koma53,293.25274725274727
median_koma53,312.0
std_koma53,79.79788265174757
koma53_range,341
total_unit_duration,10.0
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.10989010989010989
median_unit_duration,0.125
std_unit_duration,0.05046714014517006
most_common_note,B4b1
most_common_note_count,20
