Variable,Value
makam,buselik
form,sarki
usul,sofyan
title,iki_kizimiz
composer,erol_sayan
filename,buselik--sarki--sofyan--iki_kizimiz--erol_sayan.txt
note_count,477
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,302.0880503144654
median_koma53,327.0
std_koma53,92.03212699335941
koma53_range,372
total_unit_duration,80.25
minimum_unit_duration,0.125
maximum_unit_duration,0.625
mean_unit_duration,0.16823899371069181
median_unit_duration,0.125
std_unit_duration,0.08611686844583949
most_common_note,D5
most_common_note_count,77
