Variable,Value
makam,muhayyerkurdi
form,sarki
usul,duyek
title,unutulmus_ne
composer,avni_anil
filename,muhayyerkurdi--sarki--duyek--unutulmus_ne--avni_anil.txt
note_count,375
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,326.976
median_koma53,340.0
std_koma53,60.64450599149004
koma53_range,381
total_unit_duration,52.125
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.139
median_unit_duration,0.08333333333333333
std_unit_duration,0.1526952138083062
most_common_note,A5
most_common_note_count,49
