Variable,Value
makam,isfahan
form,sarki
usul,curcuna
title,sevdigim_vaslini
composer,
filename,isfahan--sarki--curcuna--sevdigim_vaslini--.txt
note_count,504
unique_note_count,14
minimum_koma53,-1
maximum_koma53,365
mean_koma53,323.109126984127
median_koma53,327.0
std_koma53,38.45477057210492
koma53_range,366
total_unit_duration,82.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.16393849206349206
median_unit_duration,0.125
std_unit_duration,0.09438114597496675
most_common_note,D5
most_common_note_count,114
