Variable,Value
makam,hicaz
form,turku
usul,sofyan
title,su_yaltadan
composer,kirim
filename,hicaz--turku--sofyan--su_yaltadan--kirim.txt
note_count,525
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,320.2895238095238
median_koma53,327.0
std_koma53,53.40990831363147
koma53_range,359
total_unit_duration,88.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.1680952380952381
median_unit_duration,0.125
std_unit_duration,0.16338798427679488
most_common_note,E5
most_common_note_count,100
