Variable,Value
makam,sultaniyegah
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,sultaniyegah--seyir--sofyan--1--erol_bingol.txt
note_count,83
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,322.0
median_koma53,327.0
std_koma53,42.674605460619226
koma53_range,372
total_unit_duration,12.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14457831325301204
median_unit_duration,0.125
std_unit_duration,0.08616562617253794
most_common_note,D5
most_common_note_count,15
