Variable,Value
makam,segah
form,sarki
usul,semai
title,sensin_tek
composer,gulen_ertek
filename,segah--sarki--semai--sensin_tek--gulen_ertek.txt
note_count,992
unique_note_count,12
minimum_koma53,-1
maximum_koma53,380
mean_koma53,332.60987903225805
median_koma53,335.0
std_koma53,35.25865250364567
koma53_range,381
total_unit_duration,242.5
minimum_unit_duration,0.125
maximum_unit_duration,0.75
mean_unit_duration,0.2444556451612903
median_unit_duration,0.125
std_unit_duration,0.18768063898182125
most_common_note,E5b1
most_common_note_count,216
