Variable,Value
makam,hicaz
form,sarki
usul,nimsofyan
title,gonul_penceresinden
composer,muzaffer_ilkar
filename,hicaz--sarki--nimsofyan--gonul_penceresinden--muzaffer_ilkar.txt
note_count,631
unique_note_count,10
minimum_koma53,0
maximum_koma53,363
mean_koma53,332.87480190174324
median_koma53,336.0
std_koma53,20.52250446326719
koma53_range,363
total_unit_duration,72.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.11450079239302693
median_unit_duration,0.0625
std_unit_duration,0.10333577377766259
most_common_note,E5
most_common_note_count,124
