Variable,Value
makam,acemkurdi
form,sarki
usul,kapali_curcuna
title,zehretme_hayati
composer,zeki_muren
filename,acemkurdi--sarki--kapali_curcuna--zehretme_hayati--zeki_muren.txt
note_count,361
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,307.66759002770084
median_koma53,327.0
std_koma53,82.13065659199039
koma53_range,372
total_unit_duration,69.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.1914819944598338
median_unit_duration,0.125
std_unit_duration,0.23416737623240055
most_common_note,E5
most_common_note_count,57
