Variable,Value
makam,nihavent
form,sarki
usul,yuruksemai_ii
title,acildi_bahcede
composer,rifat_bey
filename,nihavent--sarki--yuruksemai_ii--acildi_bahcede--rifat_bey.txt
note_count,299
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,312.6254180602007
median_koma53,318.0
std_koma53,58.46171370396043
koma53_range,363
total_unit_duration,48.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.1609531772575251
median_unit_duration,0.125
std_unit_duration,0.10272713162590456
most_common_note,D5
most_common_note_count,42
