Variable,Value
makam,nikriz
form,zeybek
usul,aksak
title,sobalarinda_guru
composer,denizli
filename,nikriz--zeybek--aksak--sobalarinda_guru--denizli.txt
note_count,557
unique_note_count,11
minimum_koma53,-1
maximum_koma53,349
mean_koma53,296.3052064631957
median_koma53,322.0
std_koma53,83.4169784455651
koma53_range,350
total_unit_duration,72.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.12971274685816875
median_unit_duration,0.125
std_unit_duration,0.08701985725482335
most_common_note,D5
most_common_note_count,114
