Variable,Value
makam,hicaz_humayun
form,sarki
usul,agiraksak
title,nitti_bana
composer,sivelioglu_yorgaki
filename,hicaz_humayun--sarki--agiraksak--nitti_bana--sivelioglu_yorgaki.txt
note_count,464
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,308.6875
median_koma53,327.0
std_koma53,75.16483955115996
koma53_range,359
total_unit_duration,61.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.13308189655172414
median_unit_duration,0.125
std_unit_duration,0.07873299484442885
most_common_note,E5
most_common_note_count,87
