Variable,Value
makam,buselik
form,sarki
usul,senginsemai
title,bir_tek
composer,ali_ulvi_baradan
filename,buselik--sarki--senginsemai--bir_tek--ali_ulvi_baradan.txt
note_count,531
unique_note_count,15
minimum_koma53,-1
maximum_koma53,367
mean_koma53,329.30320150659134
median_koma53,336.0
std_koma53,21.153713468433892
koma53_range,368
total_unit_duration,74.5
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.14030131826741996
median_unit_duration,0.08333333333333333
std_unit_duration,0.1213704559344266
most_common_note,E5
most_common_note_count,121
