Variable,Value
makam,suzinak
form,sarki
usul,aksak
title,uslanmadi_hala
composer,haci_arif_bey
filename,suzinak--sarki--aksak--uslanmadi_hala--haci_arif_bey.txt
note_count,505
unique_note_count,14
minimum_koma53,-1
maximum_koma53,366
mean_koma53,313.33861386138614
median_koma53,327.0
std_koma53,58.96399050815876
koma53_range,367
total_unit_duration,48.375
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.0957920792079208
median_unit_duration,0.0625
std_unit_duration,0.05428464794592262
most_common_note,D5
most_common_note_count,92
