Variable,Value
makam,ferahfeza
form,agirsemai
usul,senginsemai
title,bir_dilber-i
composer,dede_efendi
filename,ferahfeza--agirsemai--senginsemai--bir_dilber-i--dede_efendi.txt
note_count,533
unique_note_count,21
minimum_koma53,-1
maximum_koma53,371
mean_koma53,321.08818011257034
median_koma53,332.0
std_koma53,49.76684087073654
koma53_range,372
total_unit_duration,62.5
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.11726078799249531
median_unit_duration,0.08333333333333333
std_unit_duration,0.07729401693624033
most_common_note,F5
most_common_note_count,79
