Variable,Value
makam,ussak
form,aranagme
usul,duyek
title,1
composer,
filename,ussak--aranagme--duyek--1--.txt
note_count,67
unique_note_count,7
minimum_koma53,-1
maximum_koma53,340
mean_koma53,287.9850746268657
median_koma53,318.0
std_koma53,99.97476841339783
koma53_range,341
total_unit_duration,8.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.12126865671641791
median_unit_duration,0.125
std_unit_duration,0.0520423289516688
most_common_note,D5
most_common_note_count,14
