Variable,Value
makam,evic
form,pesrev
usul,devrikebir
title,
composer,tanburi_kucuk_osman_bey
filename,evic--pesrev--devrikebir----tanburi_kucuk_osman_bey.txt
note_count,508
unique_note_count,23
minimum_koma53,-1
maximum_koma53,389
mean_koma53,313.34448818897636
median_koma53,336.0
std_koma53,79.57546025556786
koma53_range,390
total_unit_duration,84.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.1658464566929134
median_unit_duration,0.125
std_unit_duration,0.10002325073510382
most_common_note,D5
most_common_note_count,75
