Variable,Value
makam,askefza
form,sarki
usul,yuruksemai_ii
title,anlatamamaktan
composer,ayhan_zeren
filename,askefza--sarki--yuruksemai_ii--anlatamamaktan--ayhan_zeren.txt
note_count,177
unique_note_count,18
minimum_koma53,-1
maximum_koma53,367
mean_koma53,290.49152542372883
median_koma53,318.0
std_koma53,100.68792463056263
koma53_range,368
total_unit_duration,33.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1906779661016949
median_unit_duration,0.125
std_unit_duration,0.13329560971227455
most_common_note,E5
most_common_note_count,25
