Variable,Value
makam,kurdilihicazkar
form,sarki
usul,duyek
title,baska_soz
composer,alaeddin_yavasca
filename,kurdilihicazkar--sarki--duyek--baska_soz--alaeddin_yavasca.txt
note_count,645
unique_note_count,18
minimum_koma53,-1
maximum_koma53,384
mean_koma53,333.10232558139535
median_koma53,340.0
std_koma53,52.62422815579542
koma53_range,385
total_unit_duration,73.625
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.11414728682170543
median_unit_duration,0.0625
std_unit_duration,0.08892036843139517
most_common_note,G5
most_common_note_count,115
