Variable,Value
makam,rast
form,sarki
usul,aksak
title,bir_dame
composer,haci_faik_bey
filename,rast--sarki--aksak--bir_dame--haci_faik_bey.txt
note_count,375
unique_note_count,16
minimum_koma53,-1
maximum_koma53,349
mean_koma53,307.392
median_koma53,318.0
std_koma53,57.53969511014969
koma53_range,350
total_unit_duration,39.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10633333333333334
median_unit_duration,0.0625
std_unit_duration,0.06920496437737796
most_common_note,D5
most_common_note_count,74
