Variable,Value
makam,acemasiran
form,sarki
usul,agirduyek
title,kime_halim
composer,faize_ergin
filename,acemasiran--sarki--agirduyek--kime_halim--faize_ergin.txt
note_count,449
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,308.47216035634744
median_koma53,327.0
std_koma53,75.0458773673236
koma53_range,381
total_unit_duration,73.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16397550111358575
median_unit_duration,0.125
std_unit_duration,0.11163910415726325
most_common_note,D5
most_common_note_count,57
