Variable,Value
makam,acemasiran
form,yuruksemai
usul,yuruksemai_ii
title,
composer,huseyin_fahreddin_dede
filename,acemasiran--yuruksemai--yuruksemai_ii----huseyin_fahreddin_dede.txt
note_count,163
unique_note_count,12
minimum_koma53,0
maximum_koma53,358
mean_koma53,324.18404907975463
median_koma53,327.0
std_koma53,33.2729525835506
koma53_range,358
total_unit_duration,24.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.14800613496932516
median_unit_duration,0.125
std_unit_duration,0.05849722974684993
most_common_note,F5
most_common_note_count,34
