Variable,Value
makam,muhayyer
form,sarki
usul,aksak
title,acep_bulbul
composer,bulbuli_salih_efendi
filename,muhayyer--sarki--aksak--acep_bulbul--bulbuli_salih_efendi.txt
note_count,509
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.17092337917484
median_koma53,336.0
std_koma53,77.68151374736914
koma53_range,372
total_unit_duration,55.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.10854616895874264
median_unit_duration,0.0625
std_unit_duration,0.0882456883137274
most_common_note,G5
most_common_note_count,84
