Variable,Value
makam,ussak
form,turku
usul,curcuna
title,kayalar_golgelendi
composer,kerkuk
filename,ussak--turku--curcuna--kayalar_golgelendi--kerkuk.txt
note_count,181
unique_note_count,6
minimum_koma53,-1
maximum_koma53,340
mean_koma53,316.5359116022099
median_koma53,318.0
std_koma53,25.89584013940223
koma53_range,341
total_unit_duration,31.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.17265193370165746
median_unit_duration,0.125
std_unit_duration,0.08265144590464774
most_common_note,D5
most_common_note_count,46
