Variable,Value
makam,dugah-maye
form,oyunhavasi
usul,sofyan
title,dugun_havasi
composer,anonim
filename,dugah-maye--oyunhavasi--sofyan--dugun_havasi--anonim.txt
note_count,74
unique_note_count,6
minimum_koma53,-1
maximum_koma53,327
mean_koma53,299.1081081081081
median_koma53,305.0
std_koma53,51.50490535690527
koma53_range,328
total_unit_duration,8.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.10810810810810811
median_unit_duration,0.0625
std_unit_duration,0.07263486606977708
most_common_note,B4b1
most_common_note_count,18
