Variable,Value
makam,mustear
form,sazsemaisi
usul,aksaksemai
title,
composer,irtical_dede
filename,mustear--sazsemaisi--aksaksemai----irtical_dede.txt
note_count,695
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,311.9798561151079
median_koma53,327.0
std_koma53,75.42385245206755
koma53_range,372
total_unit_duration,74.375
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.10701438848920863
median_unit_duration,0.0625
std_unit_duration,0.07962610624383759
most_common_note,D5
most_common_note_count,174
