Variable,Value
makam,acemasiran
form,sarki
usul,semai
title,bitmesin_icimdeki
composer,omer_dilek
filename,acemasiran--sarki--semai--bitmesin_icimdeki--omer_dilek.txt
note_count,385
unique_note_count,17
minimum_koma53,-1
maximum_koma53,362
mean_koma53,312.31168831168833
median_koma53,318.0
std_koma53,59.11704045706785
koma53_range,363
total_unit_duration,91.75
minimum_unit_duration,0.0625
maximum_unit_duration,1.5
mean_unit_duration,0.2383116883116883
median_unit_duration,0.125
std_unit_duration,0.19615793751864663
most_common_note,C5
most_common_note_count,67
