Variable,Value
makam,huseyni
form,rumeliturkusu
usul,aksak
title,akzadeler_giyer
composer,rumeli
filename,huseyni--rumeliturkusu--aksak--akzadeler_giyer--rumeli.txt
note_count,553
unique_note_count,11
minimum_koma53,0
maximum_koma53,358
mean_koma53,328.3110307414105
median_koma53,327.0
std_koma53,21.13116828360066
koma53_range,358
total_unit_duration,85.625
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.1548372513562387
median_unit_duration,0.125
std_unit_duration,0.09715901310333425
most_common_note,D5
most_common_note_count,122
