Variable,Value
makam,suzidil
form,seyir
usul,aksak
title,1
composer,erol_bingol
filename,suzidil--seyir--aksak--1--erol_bingol.txt
note_count,89
unique_note_count,14
minimum_koma53,-1
maximum_koma53,367
mean_koma53,311.3258426966292
median_koma53,318.0
std_koma53,61.06363582378983
koma53_range,368
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.1797752808988764
median_unit_duration,0.125
std_unit_duration,0.124223520391213
most_common_note,D5
most_common_note_count,14
