Variable,Value
makam,ruhnevaz
form,sazsemaisi
usul,aksaksemai
title,
composer,huseyin_sadettin_arel
filename,ruhnevaz--sazsemaisi--aksaksemai----huseyin_sadettin_arel.txt
note_count,348
unique_note_count,29
minimum_koma53,-1
maximum_koma53,389
mean_koma53,278.7528735632184
median_koma53,314.0
std_koma53,110.61654236220008
koma53_range,390
total_unit_duration,43.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1257183908045977
median_unit_duration,0.125
std_unit_duration,0.07069428035305585
most_common_note,G4
most_common_note_count,38
