Variable,Value
makam,ussak
form,seyir
usul,semai
title,1
composer,rauf_yekta
filename,ussak--seyir--semai--1--rauf_yekta.txt
note_count,91
unique_note_count,12
minimum_koma53,-1
maximum_koma53,358
mean_koma53,284.25274725274727
median_koma53,305.0
std_koma53,90.18728580097374
koma53_range,359
total_unit_duration,30.25
minimum_unit_duration,0.25
maximum_unit_duration,0.5
mean_unit_duration,0.3324175824175824
median_unit_duration,0.25
std_unit_duration,0.11817445352190745
most_common_note,A4
most_common_note_count,24
