Variable,Value
makam,nihavent
form,turku
usul,nimsofyan
title,uskudara_gider
composer,
filename,nihavent--turku--nimsofyan--uskudara_gider--.txt
note_count,132
unique_note_count,8
minimum_koma53,-1
maximum_koma53,340
mean_koma53,300.42424242424244
median_koma53,318.0
std_koma53,67.10094039364705
koma53_range,341
total_unit_duration,12.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.0928030303030303
median_unit_duration,0.0625
std_unit_duration,0.05647740741215973
most_common_note,D5
most_common_note_count,30
