Variable,Value
makam,asiranzemzeme
form,pesrev
usul,sofyan
title,
composer,
filename,asiranzemzeme--pesrev--sofyan----.txt
note_count,194
unique_note_count,16
minimum_koma53,-1
maximum_koma53,367
mean_koma53,312.45360824742266
median_koma53,318.0
std_koma53,55.77917612786842
koma53_range,368
total_unit_duration,32.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16494845360824742
median_unit_duration,0.125
std_unit_duration,0.09843561280381509
most_common_note,C5
most_common_note_count,23
