Variable,Value
makam,muhayyer
form,sarki
usul,aksak
title,bir_gonulde
composer,ahmet_rasim_bey
filename,muhayyer--sarki--aksak--bir_gonulde--ahmet_rasim_bey.txt
note_count,160
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,277.2125
median_koma53,312.0
std_koma53,119.22276530636084
koma53_range,381
total_unit_duration,27.125
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,1.0
mean_unit_duration,0.16953125
median_unit_duration,0.125
std_unit_duration,0.15432713580374594
most_common_note,B4b1
most_common_note_count,25
