Variable,Value
makam,suzidil
form,sarki
usul,duyek
title,sevgi_cicegimsin
composer,omer_sami_gupgup
filename,suzidil--sarki--duyek--sevgi_cicegimsin--omer_sami_gupgup.txt
note_count,401
unique_note_count,17
minimum_koma53,-1
maximum_koma53,367
mean_koma53,308.6483790523691
median_koma53,327.0
std_koma53,68.32922913084825
koma53_range,368
total_unit_duration,64.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.15991271820448877
median_unit_duration,0.125
std_unit_duration,0.13439460193590202
most_common_note,E5
most_common_note_count,59
