Variable,Value
makam,hicazkar
form,sarki
usul,senginsemai
title,son_askimi
composer,lemi_atli
filename,hicazkar--sarki--senginsemai--son_askimi--lemi_atli.txt
note_count,516
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,322.52131782945736
median_koma53,332.0
std_koma53,62.782391407792936
koma53_range,372
total_unit_duration,72.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.14001937984496124
median_unit_duration,0.125
std_unit_duration,0.09626290538826167
most_common_note,G5
most_common_note_count,96
