Variable,Value
makam,karcigar
form,sarki
usul,duyek
title,bir_kiz_ile
composer,sadettin_kaynak
filename,karcigar--sarki--duyek--bir_kiz_ile--sadettin_kaynak.txt
note_count,747
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,285.8955823293173
median_koma53,318.0
std_koma53,107.7789283363249
koma53_range,359
total_unit_duration,124.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.16599732262382866
median_unit_duration,0.125
std_unit_duration,0.07748416766973006
most_common_note,D5
most_common_note_count,183
