Variable,Value
makam,hicaz_uzzal
form,sarki
usul,aksaksemai
title,sezdim_dargin
composer,rifat_ayaydin
filename,hicaz_uzzal--sarki--aksaksemai--sezdim_dargin--rifat_ayaydin.txt
note_count,592
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,330.25
median_koma53,336.0
std_koma53,25.872360128378723
koma53_range,372
total_unit_duration,72.625
minimum_unit_duration,0.03125
maximum_unit_duration,0.875
mean_unit_duration,0.12267736486486487
median_unit_duration,0.125
std_unit_duration,0.0888488723185458
most_common_note,E5
most_common_note_count,98
