Variable,Value
makam,acem
form,seyir
usul,sofyan
title,1
composer,erol_bingol
filename,acem--seyir--sofyan--1--erol_bingol.txt
note_count,100
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,328.24
median_koma53,327.0
std_koma53,37.18262872347622
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.16
median_unit_duration,0.125
std_unit_duration,0.10891452491460325
most_common_note,D5
most_common_note_count,18
