Variable,Value
makam,suzidilara
form,turku
usul,sofyan
title,hekimoglu
composer,
filename,suzidilara--turku--sofyan--hekimoglu--.txt
note_count,493
unique_note_count,7
minimum_koma53,-1
maximum_koma53,336
mean_koma53,305.3387423935091
median_koma53,314.0
std_koma53,32.58062014425626
koma53_range,337
total_unit_duration,40.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.08164300202839757
median_unit_duration,0.0625
std_unit_duration,0.06600623074120021
most_common_note,B4
most_common_note_count,140
