Variable,Value
makam,saba
form,sarki
usul,curcuna
title,pervane
composer,yesari_asim_arsoy
filename,saba--sarki--curcuna--pervane--yesari_asim_arsoy.txt
note_count,269
unique_note_count,9
minimum_koma53,-1
maximum_koma53,354
mean_koma53,316.3085501858736
median_koma53,318.0
std_koma53,53.908691125460884
koma53_range,355
total_unit_duration,37.25
minimum_unit_duration,0.03125
maximum_unit_duration,1.5
mean_unit_duration,0.13847583643122677
median_unit_duration,0.0625
std_unit_duration,0.18814001557010518
most_common_note,C5
most_common_note_count,62
