Variable,Value
makam,kurdilihicazkar
form,sarki
usul,turkaksagi
title,askiyla_meger
composer,serif_icli
filename,kurdilihicazkar--sarki--turkaksagi--askiyla_meger--serif_icli.txt
note_count,332
unique_note_count,19
minimum_koma53,0
maximum_koma53,384
mean_koma53,335.83734939759034
median_koma53,340.0
std_koma53,29.058604024927842
koma53_range,384
total_unit_duration,34.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.10466867469879518
median_unit_duration,0.0625
std_unit_duration,0.07342790520977069
most_common_note,G5
most_common_note_count,56
