Variable,Value
makam,hicaz_humayun
form,aranagme
usul,duyek
title,1
composer,
filename,hicaz_humayun--aranagme--duyek--1--.txt
note_count,70
unique_note_count,9
minimum_koma53,-1
maximum_koma53,349
mean_koma53,301.7
median_koma53,327.0
std_koma53,85.82428121677928
koma53_range,350
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.22857142857142856
median_unit_duration,0.125
std_unit_duration,0.21010632721805417
most_common_note,E5
most_common_note_count,14
