Variable,Value
makam,sultaniyegah
form,sarki
usul,aksak
title,geldi_kuslarla
composer,alaeddin_yavasca
filename,sultaniyegah--sarki--aksak--geldi_kuslarla--alaeddin_yavasca.txt
note_count,406
unique_note_count,17
minimum_koma53,-1
maximum_koma53,362
mean_koma53,308.10591133004925
median_koma53,331.5
std_koma53,83.94555033925276
koma53_range,363
total_unit_duration,67.875
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.16717980295566504
median_unit_duration,0.125
std_unit_duration,0.11210853288946272
most_common_note,D5
most_common_note_count,66
