Variable,Value
makam,huseyni
form,pesrev
usul,devrikebir
title,
composer,dede_salih_efendi
filename,huseyni--pesrev--devrikebir----dede_salih_efendi.txt
note_count,177
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,323.40677966101697
median_koma53,336.0
std_koma53,57.76090569323088
koma53_range,372
total_unit_duration,28.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.15819209039548024
median_unit_duration,0.125
std_unit_duration,0.08856550292464223
most_common_note,E5
most_common_note_count,31
