Variable,Value
makam,rast
form,sarki
usul,aksak
title,bin_can_ile
composer,tanburi_buyuk_osman_bey
filename,rast--sarki--aksak--bin_can_ile--tanburi_buyuk_osman_bey.txt
note_count,299
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,300.68896321070235
median_koma53,318.0
std_koma53,75.69450419303138
koma53_range,359
total_unit_duration,45.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.15091973244147158
median_unit_duration,0.125
std_unit_duration,0.09745713347086349
most_common_note,D5
most_common_note_count,60
