Variable,Value
makam,suzidil
form,yuruksemai
usul,yuruksemai
title,hengam-i_visal
composer,ali_rifat_cagatay
filename,suzidil--yuruksemai--yuruksemai--hengam-i_visal--ali_rifat_cagatay.txt
note_count,625
unique_note_count,16
minimum_koma53,-1
maximum_koma53,389
mean_koma53,291.0928
median_koma53,331.0
std_koma53,105.62042447683434
koma53_range,390
total_unit_duration,129.625
minimum_unit_duration,0.0625
maximum_unit_duration,1.5
mean_unit_duration,0.2074
median_unit_duration,0.125
std_unit_duration,0.19823752668750558
most_common_note,E5
most_common_note_count,104
