Variable,Value
makam,ussak
form,pesrev
usul,devrikebir
title,
composer,tatyos_efendi
filename,ussak--pesrev--devrikebir----tatyos_efendi.txt
note_count,406
unique_note_count,15
minimum_koma53,-1
maximum_koma53,358
mean_koma53,311.0073891625616
median_koma53,318.0
std_koma53,58.849063636938816
koma53_range,359
total_unit_duration,56.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.13854679802955666
median_unit_duration,0.125
std_unit_duration,0.09040728469279752
most_common_note,D5
most_common_note_count,71
