Variable,Value
makam,muhayyer
form,sarki
usul,agiraksak
title,sana_gul
composer,nuri_halil_poyraz
filename,muhayyer--sarki--agiraksak--sana_gul--nuri_halil_poyraz.txt
note_count,458
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,328.56113537117903
median_koma53,336.0
std_koma53,57.12071727329177
koma53_range,372
total_unit_duration,64.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.14001091703056767
median_unit_duration,0.125
std_unit_duration,0.13653412121322084
most_common_note,A5
most_common_note_count,65
