Variable,Value
makam,hicaz_uzzal
form,sarki
usul,musemmen
title,nevbahar-i_vuslatin
composer,lemi_atli
filename,hicaz_uzzal--sarki--musemmen--nevbahar-i_vuslatin--lemi_atli.txt
note_count,408
unique_note_count,18
minimum_koma53,-1
maximum_koma53,374
mean_koma53,324.77450980392155
median_koma53,336.0
std_koma53,44.803838213684735
koma53_range,375
total_unit_duration,55.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.13511029411764705
median_unit_duration,0.125
std_unit_duration,0.11180011655113309
most_common_note,E5
most_common_note_count,61
