Variable,Value
makam,huseyni
form,sarki
usul,agiraksak
title,semi_husnun
composer,sivelioglu_yorgaki
filename,huseyni--sarki--agiraksak--semi_husnun--sivelioglu_yorgaki.txt
note_count,352
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,298.32954545454544
median_koma53,327.0
std_koma53,100.7014680989591
koma53_range,372
total_unit_duration,55.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.15696022727272727
median_unit_duration,0.125
std_unit_duration,0.08988374801493959
most_common_note,E5
most_common_note_count,60
