Variable,Value
makam,hicaz_uzzal
form,sarki
usul,aksak
title,su_karsiki_dagda
composer,dede_efendi
filename,hicaz_uzzal--sarki--aksak--su_karsiki_dagda--dede_efendi.txt
note_count,259
unique_note_count,13
minimum_koma53,-1
maximum_koma53,367
mean_koma53,324.7181467181467
median_koma53,336.0
std_koma53,42.86685826646624
koma53_range,368
total_unit_duration,36.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13947876447876448
median_unit_duration,0.125
std_unit_duration,0.06785449929397876
most_common_note,E5
most_common_note_count,73
