Variable,Value
makam,karcigar
form,kocekce
usul,devrihindi
title,gul_acil
composer,dede_efendi
filename,karcigar--kocekce--devrihindi--gul_acil--dede_efendi.txt
note_count,415
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,321.2530120481928
median_koma53,327.0
std_koma53,50.31630467619786
koma53_range,372
total_unit_duration,52.625
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.12680722891566265
median_unit_duration,0.125
std_unit_duration,0.07408185312280806
most_common_note,C5
most_common_note_count,72
