Variable,Value
makam,ussak
form,turku
usul,sofyan
title,dereboyu_kavaklar
composer,giresun
filename,ussak--turku--sofyan--dereboyu_kavaklar--giresun.txt
note_count,202
unique_note_count,6
minimum_koma53,-1
maximum_koma53,336
mean_koma53,308.03960396039605
median_koma53,312.0
std_koma53,50.245154374833305
koma53_range,337
total_unit_duration,17.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.0853960396039604
median_unit_duration,0.0625
std_unit_duration,0.0344000330347871
most_common_note,D5
most_common_note_count,63
