Variable,Value
makam,buselik
form,turku
usul,yuruksemai_ii
title,igdirin_al
composer,igdir
filename,buselik--turku--yuruksemai_ii--igdirin_al--igdir.txt
note_count,381
unique_note_count,7
minimum_koma53,-1
maximum_koma53,340
mean_koma53,307.9160104986877
median_koma53,314.0
std_koma53,54.32924269130221
koma53_range,341
total_unit_duration,84.25
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.2211286089238845
median_unit_duration,0.25
std_unit_duration,0.08877699290271826
most_common_note,B4
most_common_note_count,88
