Variable,Value
makam,hicaz
form,sarki
usul,sofyan
title,al_goncayi
composer,yesari_asim_arsoy
filename,hicaz--sarki--sofyan--al_goncayi--yesari_asim_arsoy.txt
note_count,486
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,320.02263374485597
median_koma53,327.0
std_koma53,54.8050857567221
koma53_range,359
total_unit_duration,50.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.10339506172839506
median_unit_duration,0.0625
std_unit_duration,0.07731913023283317
most_common_note,D5
most_common_note_count,104
