Variable,Value
makam,ussak
form,aranagme
usul,curcuna
title,1
composer,
filename,ussak--aranagme--curcuna--1--.txt
note_count,69
unique_note_count,10
minimum_koma53,-1
maximum_koma53,358
mean_koma53,304.04347826086956
median_koma53,318.0
std_koma53,66.81436856356059
koma53_range,359
total_unit_duration,10.125
minimum_unit_duration,0.125
maximum_unit_duration,0.625
mean_unit_duration,0.14673913043478262
median_unit_duration,0.125
std_unit_duration,0.08827524670928809
most_common_note,B4b1
most_common_note_count,14
