Variable,Value
makam,buselik
form,sarki
usul,semai
title,bir_aksam
composer,mustafa_seyran
filename,buselik--sarki--semai--bir_aksam--mustafa_seyran.txt
note_count,199
unique_note_count,11
minimum_koma53,-1
maximum_koma53,371
mean_koma53,322.8894472361809
median_koma53,327.0
std_koma53,42.89919873043215
koma53_range,372
total_unit_duration,84.25
minimum_unit_duration,0.25
maximum_unit_duration,1.5
mean_unit_duration,0.42336683417085424
median_unit_duration,0.25
std_unit_duration,0.31797055499521854
most_common_note,C5
most_common_note_count,47
