Variable,Value
makam,huzzam
form,turku
usul,ikizaksak
title,cirpinirdi_karadeniz
composer,uzeyir_hacibeyov
filename,huzzam--turku--ikizaksak--cirpinirdi_karadeniz--uzeyir_hacibeyov.txt
note_count,321
unique_note_count,7
minimum_koma53,0
maximum_koma53,358
mean_koma53,329.9065420560748
median_koma53,327.0
std_koma53,22.09618153251274
koma53_range,358
total_unit_duration,36.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.11253894080996885
median_unit_duration,0.0625
std_unit_duration,0.08232758049478078
most_common_note,D5
most_common_note_count,80
