Variable,Value
makam,nihavent
form,yuruksemai
usul,yuruksemai
title,bu_tab
composer,ali_rifat_cagatay
filename,nihavent--yuruksemai--yuruksemai--bu_tab--ali_rifat_cagatay.txt
note_count,1194
unique_note_count,19
minimum_koma53,-1
maximum_koma53,380
mean_koma53,291.02010050251255
median_koma53,327.0
std_koma53,98.09923434991828
koma53_range,381
total_unit_duration,201.5
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.16876046901172528
median_unit_duration,0.125
std_unit_duration,0.0923053325021351
most_common_note,D5
most_common_note_count,277
